"dialogue_id","movie_title","movie_chapter","chapter_id","place_name","place_category","character_name","gender","house","species","dialogue","dialogue_no_spells"
1028,"Harry Potter and the Chamber of Secrets",5,39,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","'Diaganilly.'","'Diaganilly.'"
984,"Harry Potter and the Chamber of Secrets",4,38,"The Burrow","Dwellings","George Weasley","Male","Gryffindor","Human","Yeah, Mum would never know.","Yeah, Mum would never know."
1007,"Harry Potter and the Chamber of Secrets",4,38,"The Burrow","Dwellings","Fred Weasley","Male","Gryffindor","Human","Oh, it","Oh, it"
5952,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Rufus Scrimgeour","Male","","Human","I came alone.  I don't really need them anymore...","I came alone.  I don't really need them anymore..."
5903,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","Bill and Fleur.  Mum's been planning it for months.  Only thing that's kept her sane, I reckon.  She'll kill me if I miss it.  Kill you too.  Rather go face to face with You-Know-Who if I'm honest.","Bill and Fleur.  Mum's been planning it for months.  Only thing that's kept her sane, I reckon.  She'll kill me if I miss it.  Kill you too.  Rather go face to face with You-Know-Who if I'm honest."
5899,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Come with me.  Now.","Come with me.  Now."
4735,"Harry Potter and the Half-Blood Prince",3,160,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","But, sir.  What about Hedwig?  And there's my trunk --","But, sir.  What about Hedwig?  And there's my trunk --"
987,"Harry Potter and the Chamber of Secrets",4,38,"The Burrow","Dwellings","Molly Weasley","Female","Gryffindor","Human","Where have you been? Harry, how wonderful to see you dear. Beds empty! No note! Car gone! You could have died! You could have been seen! Of course, I don't blame you, Harry dear.","Where have you been? Harry, how wonderful to see you dear. Beds empty! No note! Car gone! You could have died! You could have been seen! Of course, I don't blame you, Harry dear."
5847,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Molly Weasley","Female","Gryffindor","Human","Harry!  Hagrid!  What happened?! Have you seen the others?","Harry!  Hagrid!  What happened?! Have you seen the others?"
999,"Harry Potter and the Chamber of Secrets",4,38,"The Burrow","Dwellings","Arthur Weasley","Male","Gryffindor","Human","What a night. Nine raids. Nine!","What a night. Nine raids. Nine!"
5860,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","A grindylow!","A grindylow!"
4733,"Harry Potter and the Half-Blood Prince",3,160,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","It's alright, sir.  I'll go back tomorrow, make some excuse --","It's alright, sir.  I'll go back tomorrow, make some excuse --"
1030,"Harry Potter and the Chamber of Secrets",5,39,"The Burrow","Dwellings","Arthur Weasley","Male","Gryffindor","Human","'Diaganilly.'","'Diaganilly.'"
994,"Harry Potter and the Chamber of Secrets",4,38,"The Burrow","Dwellings","Arthur Weasley","Male","Gryffindor","Human","Morning, Weasleys.","Morning, Weasleys."
5995,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Elphias Doge","Male","","Human","Nice meeting you, Mr. Potter!","Nice meeting you, Mr. Potter!"
5858,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Are you mad...?","Are you mad...?"
983,"Harry Potter and the Chamber of Secrets",4,38,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","Do you think it'd be all right if we had some of this?","Do you think it'd be all right if we had some of this?"
4760,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","You've a bit of...","You've a bit of..."
1000,"Harry Potter and the Chamber of Secrets",4,38,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Raids?","Raids?"
4761,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","When'd you get here?","When'd you get here?"
5896,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","Going somewhere?","Going somewhere?"
5901,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","Don't tell her I said that. Besides, you've still got the Trace on you.  And there's the wedding...","Don't tell her I said that. Besides, you've still got the Trace on you.  And there's the wedding..."
2769,"Harry Potter and the Goblet of Fire",2,105,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","Don't know. Hey Dad! Where are we going?","Don't know. Hey Dad! Where are we going?"
4753,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Hermione Granger","Female","Gryffindor","Human","Really?","Really?"
1022,"Harry Potter and the Chamber of Secrets",5,39,"The Burrow","Dwellings","Molly Weasley","Female","Gryffindor","Human","Right. Here we are Harry, you go first dear.","Right. Here we are Harry, you go first dear."
1031,"Harry Potter and the Chamber of Secrets",5,39,"The Burrow","Dwellings","Molly Weasley","Female","Gryffindor","Human","I thought he did.","I thought he did."
5919,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Maybe that's the best reason to have it.  Because of everything that's going on.","Maybe that's the best reason to have it.  Because of everything that's going on."
5861,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Remus Lupin","Male","Gryffindor","Werewolf","We've been betrayed.  Voldemort knew you were being moved tonight. I had to make sure you weren't an imposter.","We've been betrayed.  Voldemort knew you were being moved tonight. I had to make sure you weren't an imposter."
5898,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","For you?  You think Madeye died for you?  You think George took that curse for you?  You may be the Chosen One, mate, but this is a whole lot bigger than that.","For you?  You think Madeye died for you?  You think George took that curse for you?  You may be the Chosen One, mate, but this is a whole lot bigger than that."
5888,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Rubeus Hagrid","Male","Gryffindor","Half-Human/Half-Giant","'Ear, 'ear.","'Ear, 'ear."
5724,"Harry Potter and the Deathly Hallows Part 1",1,184,"The Burrow","Dwellings","Mrs. Granger","Female","","Human","Don't you look lovely.  All packed?","Don't you look lovely.  All packed?"
5984,"Harry Potter and the Deathly Hallows Part 1",7,190,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Who are you talking about?","Who are you talking about?"
5852,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Ginny Weasley","Female","Gryffindor","Human","Ron and Tonks should've already been back.  Dad and Fred as well.","Ron and Tonks should've already been back.  Dad and Fred as well."
5940,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","Mum used to read me those!  The Wizard and the Hopping Pot, Babbitty Rabbity and her Cackling Stump...","Mum used to read me those!  The Wizard and the Hopping Pot, Babbitty Rabbity and her Cackling Stump..."
5910,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Arthur Weasley","Male","Gryffindor","Human","All together now!","All together now!"
2790,"Harry Potter and the Goblet of Fire",2,105,"The Burrow","Dwellings","Arthur Weasley","Male","Gryffindor","Human","Let! Go!","Let! Go!"
1008,"Harry Potter and the Chamber of Secrets",4,38,"The Burrow","Dwellings","George Weasley","Male","Gryffindor","Human","Oh, it","Oh, it"
1024,"Harry Potter and the Chamber of Secrets",5,39,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Floo powder?","Floo powder?"
5908,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","What I'm saying is, if we do this thing right, if we find the Horcruxes and begin to destroy them one by one...","What I'm saying is, if we do this thing right, if we find the Horcruxes and begin to destroy them one by one..."
5862,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Who did this to him?","Who did this to him?"
5877,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Fred Weasley","Male","Gryffindor","Human","Come again?","Come again?"
1023,"Harry Potter and the Chamber of Secrets",5,39,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","But Harry's never traveled by Floo powder before, Mum.","But Harry's never traveled by Floo powder before, Mum."
5853,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Ginny Weasley","Female","Gryffindor","Human","Oh my God!  George!","Oh my God!  George!"
5866,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Remus Lupin","Male","Gryffindor","Werewolf","'Harry is the best hope we have. Trust him.'","'Harry is the best hope we have. Trust him.'"
2762,"Harry Potter and the Goblet of Fire",2,105,"The Burrow","Dwellings","Harry Potter","Male","Gryffindor","Human","Hermione. Bad dream. When did you get here?","Hermione. Bad dream. When did you get here?"
5850,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Molly Weasley","Female","Gryffindor","Human","Well, thank goodness you two are all right.","Well, thank goodness you two are all right."
4756,"Harry Potter and the Half-Blood Prince",4,161,"The Burrow","Dwellings","Hermione Granger","Female","Gryffindor","Human","Harry!","Harry!"
5859,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Remus Lupin","Male","Gryffindor","Werewolf","What Creature!","What Creature!"
1015,"Harry Potter and the Chamber of Secrets",4,38,"The Burrow","Dwellings","Percy Weasley","Male","Gryffindor","Human","Errol","Errol"
5912,"Harry Potter and the Deathly Hallows Part 1",6,189,"The Burrow","Dwellings","Ginny Weasley","Female","Gryffindor","Human","Were you going to tell me?","Were you going to tell me?"
5883,"Harry Potter and the Deathly Hallows Part 1",5,188,"The Burrow","Dwellings","Remus Lupin","Male","Gryffindor","Werewolf","Mad-Eye reckoned You-Know-Who would expect the real Harry to be with the most skilled Auror.  He knew he'd be in the most danger.","Mad-Eye reckoned You-Know-Who would expect the real Harry to be with the most skilled Auror.  He knew he'd be in the most danger."
1014,"Harry Potter and the Chamber of Secrets",4,38,"The Burrow","Dwellings","Molly Weasley","Female","Gryffindor","Human","Well, that'll be Errol with the post. Oh, fetch it will you Percy, please?","Well, that'll be Errol with the post. Oh, fetch it will you Percy, please?"
1026,"Harry Potter and the Chamber of Secrets",5,39,"The Burrow","Dwellings","Ron Weasley","Male","Gryffindor","Human","Diagon Alley!","Diagon Alley!"
1029,"Harry Potter and the Chamber of Secrets",5,39,"The Burrow","Dwellings","Molly Weasley","Female","Gryffindor","Human","What did he say, dear?","What did he say, dear?"
4707,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Horace Slughorn","Male","Slytherin","Human","Yes, well, I couldn't very well use wizard's blood, could I?  Oho!","Yes, well, I couldn't very well use wizard's blood, could I?  Oho!"
4703,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Horace Slughorn","Male","Slytherin","Human","There's no need to disfigure me, Albus!","There's no need to disfigure me, Albus!"
4717,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Horace Slughorn","Male","Slytherin","Human","You look very like your father. Except for your eyes.  You've got --","You look very like your father. Except for your eyes.  You've got --"
4704,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","I must say, you make a very convincing armchair, Horace.","I must say, you make a very convincing armchair, Horace."
4705,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Horace Slughorn","Male","Slytherin","Human","It's all in the upholstery. I come by the stuffing naturally. What gave me away?","It's all in the upholstery. I come by the stuffing naturally. What gave me away?"
4729,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","Indeed they are.","Indeed they are."
4694,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Harry Potter","Male","Gryffindor","Human","I just Apparated, didn't I?","I just Apparated, didn't I?"
4725,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","Mind if I take this?  I do love knitting patterns.","Mind if I take this?  I do love knitting patterns."
4700,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","Lumos...","..."
4698,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Harry Potter","Male","Gryffindor","Human","After all these years, I just sort of roll with it, sir.","After all these years, I just sort of roll with it, sir."
4710,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Horace Slughorn","Male","Slytherin","Human","S-someone else?  I'm sure I don't know what you mean.","S-someone else?  I'm sure I don't know what you mean."
4711,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Horace Slughorn","Male","Slytherin","Human","Oh all right!  The Death Eaters have been trying to recruit me for over a year.  Do you know what that's like?  One can only say no to these people so many times before they...","Oh all right!  The Death Eaters have been trying to recruit me for over a year.  Do you know what that's like?  One can only say no to these people so many times before they..."
4709,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","So why all the theatrics, Horace? You weren't perhaps expecting someone else, were you?","So why all the theatrics, Horace? You weren't perhaps expecting someone else, were you?"
4696,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Harry Potter","Male","Gryffindor","Human","Can't imagine why...","Can't imagine why..."
4723,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Horace Slughorn","Male","Slytherin","Human","Always takes my owl should I want to register my opinion on the news of the day.  And there's Ambrosius Flume of Honeydukes.  Sends a hamper of chocolate to the house each birthday.  That is, when I had a house.  And Gwenog Jones, captain of the Holyhead Harpies -- free tickets whenever I want them. Of course, I haven't been to a match in some time...","Always takes my owl should I want to register my opinion on the news of the day.  And there's Ambrosius Flume of Honeydukes.  Sends a hamper of chocolate to the house each birthday.  That is, when I had a house.  And Gwenog Jones, captain of the Holyhead Harpies -- free tickets whenever I want them. Of course, I haven't been to a match in some time..."
4727,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","I think I know a lost cause when I see one.  Regrettable.  I would have considered it a personal triumph had you consented to return to Hogwarts, Horace.  You are, like my friend Mr. Potter -- one of a kind.","I think I know a lost cause when I see one.  Regrettable.  I would have considered it a personal triumph had you consented to return to Hogwarts, Horace.  You are, like my friend Mr. Potter -- one of a kind."
4713,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Horace Slughorn","Male","Slytherin","Human","I never stay anywhere more than a week.  The Muggles who own this place are in the Canary Islands.","I never stay anywhere more than a week.  The Muggles who own this place are in the Canary Islands."
4726,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Horace Slughorn","Male","Slytherin","Human","Of course.  But you're not leaving?","Of course.  But you're not leaving?"
4721,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Horace Slughorn","Male","Slytherin","Human","Oh, but you mustn't think I'm prejudiced!  No, no, no! Your mother was one of my absolute favorites!  Look, there she is. Right up front.","Oh, but you mustn't think I'm prejudiced!  No, no, no! Your mother was one of my absolute favorites!  Look, there she is. Right up front."
4699,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","Wand out, Harry.","Wand out, Harry."
4708,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","Ah yes.  Introductions.  Harry, this is an old friend and colleague of mine, Horace Slughorn.  Horace, this is, well, you know who this is. Apparently there's some thought he may be the Chosen One.","Ah yes.  Introductions.  Harry, this is an old friend and colleague of mine, Horace Slughorn.  Horace, this is, well, you know who this is. Apparently there's some thought he may be the Chosen One."
4701,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","Horace!","Horace!"
4697,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","Welcome to the charming village of Budleigh Babberton, Harry.  I assume right about now you're wondering why I've brought you here, am I right?","Welcome to the charming village of Budleigh Babberton, Harry.  I assume right about now you're wondering why I've brought you here, am I right?"
4718,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Harry Potter","Male","Gryffindor","Human","My mother's eyes, yeah.","My mother's eyes, yeah."
4724,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Horace Slughorn","Male","Slytherin","Human","Ah yes.  Regulus Black.  You no doubt know of his older brother Sirius.  Died a few weeks ago.  I taught the whole Black family except Sirius.  Shame.  Talented boy.  I got Regulus when he came along, of course, but I'd have liked the set.","Ah yes.  Regulus Black.  You no doubt know of his older brother Sirius.  Died a few weeks ago.  I taught the whole Black family except Sirius.  Shame.  Talented boy.  I got Regulus when he came along, of course, but I'd have liked the set."
4714,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","Well, I think it should be put back in order for them, don't you? Mind?","Well, I think it should be put back in order for them, don't you? Mind?"
4719,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Horace Slughorn","Male","Slytherin","Human","Lily.  Lovely Lily.  She was exceedingly bright -- your mother. Even more impressive when one considers she was Muggle-born.","Lily.  Lovely Lily.  She was exceedingly bright -- your mother. Even more impressive when one considers she was Muggle-born."
4722,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Horace Slughorn","Male","Slytherin","Human","All mine, each and every one.  Ex- students, I mean.  You recognize Barnubas Cuffe, of course, editor of the Daily Prophet.","All mine, each and every one.  Ex- students, I mean.  You recognize Barnubas Cuffe, of course, editor of the Daily Prophet."
4728,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Horace Slughorn","Male","Slytherin","Human","All right!  I'll do it.  But I'll be wanting Professor Merrythought's old office, not that water closet I had formerly. And I expect a raise!  These are mad times we live in!  Mad!","All right!  I'll do it.  But I'll be wanting Professor Merrythought's old office, not that water closet I had formerly. And I expect a raise!  These are mad times we live in!  Mad!"
4702,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Horace Slughorn","Male","Slytherin","Human","Merlin's Beard!","Merlin's Beard!"
4716,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Horace Slughorn","Male","Slytherin","Human","Don't think I don't know why you're here, Albus!  The answer is still no!  Absolutely, unequivocally no!","Don't think I don't know why you're here, Albus!  The answer is still no!  Absolutely, unequivocally no!"
4706,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","Dragon's blood.","Dragon's blood."
4715,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","That was fun.  May I use the loo?","That was fun.  May I use the loo?"
4695,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","Indeed.  And quite successfully I might add.  Most people vomit their first time.","Indeed.  And quite successfully I might add.  Most people vomit their first time."
4720,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Harry Potter","Male","Gryffindor","Human","One of my best friends is Muggle- born.  She's the best in our year.","One of my best friends is Muggle- born.  She's the best in our year."
4712,"Harry Potter and the Half-Blood Prince",3,160,"Budleigh Babberton","Dwellings","Albus Dumbledore","Male","Gryffindor","Human","Take matters into their own hands?","Take matters into their own hands?"
2276,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Other","","","","Now, how much do you want? Delicious.","Now, how much do you want? Delicious."
2288,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Ron Weasley","Male","Gryffindor","Human","What's up, Malfoy? Lost your skis?","What's up, Malfoy? Lost your skis?"
2278,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Ron Weasley","Male","Gryffindor","Human","Twice.","Twice."
2279,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Hermione Granger","Female","Gryffindor","Human","Do you want to move a bit closer?","Do you want to move a bit closer?"
2286,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Draco Malfoy","Male","Slytherin","Human","How dare you talk to me! You filthy little mudblood! Who is that? Don't stand there! Do something!","How dare you talk to me! You filthy little mudblood! Who is that? Don't stand there! Do something!"
2292,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Ron Weasley","Male","Gryffindor","Human","Bloody hell, Harry. That was not funny.","Bloody hell, Harry. That was not funny."
2277,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Hermione Granger","Female","Gryffindor","Human","It's meant to be the most haunted building in Britain. Did I mention that?","It's meant to be the most haunted building in Britain. Did I mention that?"
2287,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Vincent Crabbe","Male","Slytherin","Human","What?","What?"
2284,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Draco Malfoy","Male","Slytherin","Human","Uh, Not very friendly. Boys, I think it's time we teach Weasle-Bee how to respect his superiors.","Uh, Not very friendly. Boys, I think it's time we teach Weasle-Bee how to respect his superiors."
2285,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Hermione Granger","Female","Gryffindor","Human","Hope you don't mean yourself!","Hope you don't mean yourself!"
2290,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Vincent Crabbe","Male","Slytherin","Human","Malfoy! Wait! Wait!","Malfoy! Wait! Wait!"
2289,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Draco Malfoy","Male","Slytherin","Human","Get out of the way! Move!","Get out of the way! Move!"
2281,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Ron Weasley","Male","Gryffindor","Human","Actually, I'm fine here.","Actually, I'm fine here."
2282,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Draco Malfoy","Male","Slytherin","Human","Well, well. Look who's here. You two shopping for your new dream home? Bit grand for you, isn't it, Weasle-Bee? Don't your family sleep in uh... one room?","Well, well. Look who's here. You two shopping for your new dream home? Bit grand for you, isn't it, Weasle-Bee? Don't your family sleep in uh... one room?"
2291,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Hermione Granger","Female","Gryffindor","Human","Harry!","Harry!"
2283,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Ron Weasley","Male","Gryffindor","Human","Shut your mouth, Malfoy.","Shut your mouth, Malfoy."
2280,"Harry Potter and the Prisoner of Azkaban",16,86,"Honeydukes","Hogsmeade","Ron Weasley","Male","Gryffindor","Human","To the Shrieking Shack?","To the Shrieking Shack?"
2517,"Harry Potter and the Prisoner of Azkaban",24,94,"Shrieking Shack","Hogsmeade","Remus Lupin","Male","Gryffindor","Werewolf","Severus don't be a fool.","Severus don't be a fool."
2539,"Harry Potter and the Prisoner of Azkaban",24,94,"Shrieking Shack","Hogsmeade","Ron Weasley","Male","Gryffindor","Human","So what?","So what?"
2522,"Harry Potter and the Prisoner of Azkaban",24,94,"Shrieking Shack","Hogsmeade","Sirius Black","Male","Gryffindor","Human","Why don't you run along and play with your chemistry set!","Why don't you run along and play with your chemistry set!"
2513,"Harry Potter and the Prisoner of Azkaban",24,94,"Shrieking Shack","Hogsmeade","Sirius Black","Male","Gryffindor","Human","Severus...","Severus..."
2492,"Harry Potter and the Prisoner of Azkaban",23,93,"Shrieking Shack","Hogsmeade","Harry Potter","Male","Gryffindor","Human","Then it'll be you!","Then it'll be you!"
2489,"Harry Potter and the Prisoner of Azkaban",23,93,"Shrieking Shack","Hogsmeade","Ron Weasley","Male","Gryffindor","Human","Harry it's a trap. He's the dog. He's an Animagus.","Harry it's a trap. He's the dog. He's an Animagus."
2553,"Harry Potter and the Prisoner of Azkaban",24,94,"Shrieking Shack","Hogsmeade","Harry Potter","Male","Gryffindor","Human","I know what he is. But we'll take him to the castle.","I know what he is. But we'll take him to the castle."
2512,"Harry Potter and the Prisoner of Azkaban",24,94,"Shrieking Shack","Hogsmeade","Severus Snape","Male","Slytherin","Human","Expelliarmus! Vengeance is sweet. How I hoped I'd be the one to catch you.","! Vengeance is sweet. How I hoped I'd be the one to catch you."
2528,"Harry Potter and the Prisoner of Azkaban",24,94,"Shrieking Shack","Hogsmeade","Hermione Granger","Female","Gryffindor","Human","You attacked a teacher!","You attacked a teacher!"
2497,"Harry Potter and the Prisoner of Azkaban",23,93,"Shrieking Shack","Hogsmeade","Sirius Black","Male","Gryffindor","Human","It's him.","It's him."
2511,"Harry Potter and the Prisoner of Azkaban",24,94,"Shrieking Shack","Hogsmeade","Sirius Black","Male","Gryffindor","Human","Peter Pettigrew! And he's in this room! Right now! Come out, come out, Peter! Come out, come out and play!","Peter Pettigrew! And he's in this room! Right now! Come out, come out, Peter! Come out, come out and play!"
2543,"Harry Potter and the Prisoner of Azkaban",24,94,"Shrieking Shack","Hogsmeade","Ron Weasley","Male","Gryffindor","Human","What are you trying to do to him? Scabbers! Leave him alone! Get off him! What are you doing?","What are you trying to do to him? Scabbers! Leave him alone! Get off him! What are you doing?"
2486,"Harry Potter and the Prisoner of Azkaban",22,92,"Shrieking Shack","Hogsmeade","Hermione Granger","Female","Gryffindor","Human","We're in the Shrieking Shack, aren't we?","We're in the Shrieking Shack, aren't we?"
2547,"Harry Potter and the Prisoner of Azkaban",24,94,"Shrieking Shack","Hogsmeade","Peter Pettigrew","Male","Gryffindor","Human","I didn't mean to! The Dark Lord. You have no idea the weapons he possesses! Ask yourself, Sirius! What would you have done? What would you have done?","I didn't mean to! The Dark Lord. You have no idea the weapons he possesses! Ask yourself, Sirius! What would you have done? What would you have done?"
2516,"Harry Potter and the Prisoner of Azkaban",24,94,"Shrieking Shack","Hogsmeade","Severus Snape","Male","Slytherin","Human","Give me a reason. I beg you!","Give me a reason. I beg you!"
2555,"Harry Potter and the Prisoner of Azkaban",24,94,"Shrieking Shack","Hogsmeade","Harry Potter","Male","Gryffindor","Human","Get off! I said we'd take you to the castle. After that, the dementors can have you.","Get off! I said we'd take you to the castle. After that, the dementors can have you."
2544,"Harry Potter and the Prisoner of Azkaban",24,94,"Shrieking Shack","Hogsmeade","Peter Pettigrew","Male","Gryffindor","Human","Remus? Sirius. My old friends! Harry! Look at you! You look so much like your father! Like James! We were the best of friends...","Remus? Sirius. My old friends! Harry! Look at you! You look so much like your father! Like James! We were the best of friends..."
2509,"Harry Potter and the Prisoner of Azkaban",23,93,"Shrieking Shack","Hogsmeade","Remus Lupin","Male","Gryffindor","Werewolf","No, Harry it wasn't him. Somebody did betray your parents... but it was somebody who, until quite recently, I believed to be dead!","No, Harry it wasn't him. Somebody did betray your parents... but it was somebody who, until quite recently, I believed to be dead!"
2535,"Harry Potter and the Prisoner of Azkaban",24,94,"Shrieking Shack","Hogsmeade","Ron Weasley","Male","Gryffindor","Human","Me?! He's mental!","Me?! He's mental!"
